what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376586761010
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376586761219
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376586764413
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1376586768158
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1376586791124
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376586796063
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376586796327
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1376586845338
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1376586876821
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376586880076
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376586881947
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1376586884267
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1376586916647
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376586924560
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376587027104
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1376587035882
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1376587058809
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1376587067596
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1376587068860
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1376587070750
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1376587071592
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1376587074302
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1376587076635
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1376587091149
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1376587091870
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1376587092287
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1376587094451
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376587096712
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376589034043
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376589098065
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376589098839
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376589099530
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376589100667
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376589133807
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376589192951
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1376589198855
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1376589233084
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1376589233460
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376589241473
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376589243215
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1376589244096
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1376589263310
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1376589264903
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1376589270110
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1376589275761
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1376589276108
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.rename.element",1376589281685
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1376589288811
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1376589326788
